burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,2000501,6304,6336,0,-1,-1,0,178,116,0,0,0,11,Eom
1,2001501,6304,6336,71,410,4334,0,1471,398,0,0,0,11,Eom
2,2002501,6304,6336,0,-1,-1,0,284,207,0,0,0,11,Eom
3,2003501,6304,6336,0,-1,-1,0,197,146,0,0,0,11,Eom
4,2004501,6304,6336,39,372,5002,0,1632,351,0,0,0,11,Eom
5,2005501,6304,6336,0,-1,-1,0,252,185,0,0,0,11,Eom
6,2006501,6304,6336,0,-1,-1,0,207,145,0,0,0,11,Eom
7,2007501,6304,6336,14,6082,6303,0,1665,331,0,0,0,11,Eom
8,2008501,6304,6336,0,-1,-1,0,283,239,0,0,0,11,Eom
9,2009501,6304,6336,38,620,5657,0,1508,275,0,0,0,11,Eom
10,2010501,6304,6336,0,-1,-1,0,141,108,0,0,0,11,Eom
11,2011501,6304,6336,0,-1,-1,0,190,153,0,0,0,11,Eom
12,2012501,6304,6336,0,-1,-1,0,291,210,0,0,0,11,Eom
13,2013501,6304,6336,0,-1,-1,0,266,152,0,0,0,11,Eom
14,2014501,6304,6336,0,-1,-1,0,162,145,0,0,0,11,Eom
15,2015501,6304,6336,0,-1,-1,0,177,137,0,0,0,11,Eom
16,2016501,6304,6336,358,2304,6205,0,1597,310,0,0,0,11,
17,2017501,6304,6336,306,22,4181,0,1855,384,0,0,0,11,Eom
18,2018501,6304,6336,0,-1,-1,0,224,167,0,0,0,11,Eom
19,2019501,6304,6336,0,-1,-1,0,202,102,0,0,0,11,Eom
20,2020501,6304,6336,0,-1,-1,0,240,161,0,0,0,11,Eom
21,2021501,6304,6336,5,3604,3615,0,1393,293,0,0,0,11,Eom
22,2022501,6304,6336,0,-1,-1,0,265,178,0,0,0,11,Eom
23,2023501,6304,6336,0,-1,-1,0,187,141,0,0,0,11,Eom
24,2024501,6304,6336,0,-1,-1,0,97,80,0,0,0,11,Eom
25,2025501,6304,6336,22,2115,2280,0,1498,323,0,0,0,11,Eom
26,2026501,6304,6336,10,2605,2624,0,1276,303,0,0,0,11,Eom
27,2027501,6304,6336,0,-1,-1,0,271,188,0,0,0,11,Eom
28,2028501,6304,6336,0,-1,-1,0,226,150,0,0,0,11,Eom
29,2029501,6304,6336,25,4689,5135,0,1505,290,0,0,0,11,Eom
30,2030501,6304,6336,0,-1,-1,0,202,149,0,0,0,11,Eom
31,2031501,6304,6336,165,56,4984,0,1560,345,0,0,0,11,Eom
32,2032501,6304,6336,0,-1,-1,0,192,155,0,0,0,11,Eom
33,2033501,6304,6336,98,2341,5013,0,1495,371,0,0,0,11,Eom
34,2034501,6304,6336,0,-1,-1,0,246,145,0,0,0,11,Eom
35,2035501,6304,6336,0,-1,-1,0,135,120,0,0,0,11,Eom
36,2036501,6304,6336,0,-1,-1,0,253,169,0,0,0,11,Eom
37,2037501,6304,6336,0,-1,-1,0,219,141,0,0,0,11,Eom
38,2038501,6304,6336,13,436,2301,0,1397,320,0,0,0,11,Eom
39,2039501,6304,6336,164,576,5651,0,1526,351,0,0,0,11,Eom
40,2040501,6304,6336,0,-1,-1,0,130,107,0,0,0,11,Eom
41,2041501,6304,6336,0,-1,-1,0,264,223,0,0,0,11,Eom
42,2042501,6304,6336,0,-1,-1,0,134,101,0,0,0,11,Eom
43,2043501,6304,6336,0,-1,-1,0,211,158,0,0,0,11,Eom
44,2044501,6304,6336,0,-1,-1,0,204,151,0,0,0,11,Eom
45,2045501,6304,6336,100,3480,4607,0,1367,386,0,0,0,11,Eom
46,2046501,6304,6336,0,-1,-1,0,259,183,0,0,0,11,Eom
47,2047501,6304,6336,129,134,4585,0,1735,364,0,0,0,11,Eom
48,2048501,6304,6336,0,-1,-1,0,159,131,0,0,0,11,Eom
49,2049501,6304,6336,0,-1,-1,0,251,152,0,0,0,11,Eom
50,2050501,6304,6336,0,-1,-1,0,179,136,0,0,0,11,Eom
51,2051501,6304,6336,0,-1,-1,0,164,123,0,0,0,11,Eom
52,2052501,6304,6336,36,845,3433,0,1541,366,0,0,0,11,Eom
53,2053501,6304,6336,0,-1,-1,0,89,61,0,0,0,11,Eom
54,2054501,6304,6336,0,-1,-1,0,197,134,0,0,0,11,Eom
55,2055501,6304,6336,0,-1,-1,0,362,226,0,0,0,11,Eom
56,2056501,6304,6336,0,-1,-1,0,152,125,0,0,0,11,Eom
57,2057501,6304,6336,0,-1,-1,0,382,249,0,0,0,11,Eom
58,2058501,6304,6336,0,-1,-1,0,175,160,0,0,0,11,Eom
59,2059501,6304,6336,0,-1,-1,0,299,201,0,0,0,11,Eom
60,2060501,6304,6336,0,-1,-1,0,132,103,0,0,0,11,Eom
61,2061501,6304,6336,145,2342,5643,0,1479,287,0,0,0,11,Eom
62,2062501,6304,6336,0,-1,-1,0,184,117,0,0,0,11,Eom
63,2063501,6304,6336,328,2178,5774,0,1866,395,0,0,0,11,Eom
64,2064501,6304,6336,10,5816,6255,0,1728,231,0,0,0,11,Eom
65,2065501,6304,6336,0,-1,-1,0,350,257,0,0,0,11,Eom
66,2066501,6304,6336,474,53,3731,0,1582,328,0,0,0,11,Eom
67,2067501,6304,6336,0,-1,-1,0,103,97,0,0,0,11,Eom
68,2068501,6304,6336,165,10,6267,0,1279,377,0,0,0,11,Eom
69,2069501,6304,6336,0,-1,-1,0,231,177,0,0,0,11,Eom
70,2070501,6304,6336,145,625,3932,0,1540,334,0,0,0,11,Eom
71,2071501,6304,6336,0,-1,-1,0,239,190,0,0,0,11,Eom
72,2072501,6304,6336,104,497,2113,0,1451,364,0,0,0,11,Eom
73,2073501,6304,6336,0,-1,-1,0,331,197,0,0,0,11,Eom
74,2074501,6304,6336,43,5890,6269,0,1471,477,0,0,0,11,Eom
75,2075501,6304,6336,0,-1,-1,0,232,183,0,0,0,11,Eom
76,2076501,6304,6336,0,-1,-1,0,146,132,0,0,0,11,Eom
77,2077501,6304,6336,147,30,6252,0,1713,314,0,0,0,11,
78,2078501,6304,6336,0,-1,-1,0,176,160,0,0,0,11,Eom
79,2079501,6304,6336,0,-1,-1,0,219,156,0,0,0,11,Eom
80,2080501,6304,6336,0,-1,-1,0,208,162,0,0,0,11,Eom
81,2081501,6304,6336,0,-1,-1,0,152,133,0,0,0,11,Eom
82,2082501,6304,6336,0,-1,-1,0,168,133,0,0,0,11,Eom
83,2083501,6304,6336,0,-1,-1,0,339,222,0,0,0,11,Eom
84,2084501,6304,6336,168,1,2877,0,1371,247,0,0,0,11,Eom
85,2085501,6304,6336,0,-1,-1,0,271,181,0,0,0,11,Eom
86,2086501,6304,6336,0,-1,-1,0,113,101,0,0,0,11,Eom
87,2087501,6304,6336,0,-1,-1,0,156,118,0,0,0,11,Eom
88,2088501,6304,6336,0,-1,-1,0,140,99,0,0,0,11,Eom
89,2089501,6304,6336,0,-1,-1,0,160,145,0,0,0,11,Eom
90,2090501,6304,6336,385,2376,5757,0,1694,208,0,0,0,11,Eom
91,2091501,6304,6336,0,-1,-1,0,231,173,0,0,0,11,Eom
92,2092501,6304,6336,137,410,4606,0,1645,406,0,0,0,11,Eom
93,2093501,6304,6336,0,-1,-1,0,236,168,0,0,0,11,Eom
94,2094501,6304,6336,148,695,5831,0,1548,364,0,0,0,11,Eom
95,2095501,6304,6336,26,241,534,0,1475,231,0,0,0,11,Eom
96,2096501,6304,6336,40,923,1986,0,1386,332,0,0,0,11,Eom
97,2097501,6304,6336,697,2889,6292,0,1854,523,0,0,0,11,
98,2098501,6304,6336,0,-1,-1,0,363,230,0,0,0,11,Eom
99,2099501,6304,6336,0,-1,-1,0,115,92,0,0,0,11,Eom
100,2100501,6304,6336,0,-1,-1,0,252,199,0,0,0,11,Eom
101,2101501,6304,6336,0,-1,-1,0,182,171,0,0,0,11,Eom
102,2102501,6304,6336,95,2935,5744,0,1562,448,0,0,0,11,Eom
103,2103501,6304,6336,0,-1,-1,0,141,112,0,0,0,11,Eom
104,2104501,6304,6336,0,-1,-1,0,198,136,0,0,0,11,Eom
105,2105501,6304,6336,0,-1,-1,0,198,158,0,0,0,11,Eom
106,2106501,6304,6336,0,-1,-1,0,186,156,0,0,0,11,Eom
107,2107501,6304,6336,0,-1,-1,0,398,282,0,0,0,11,Eom
108,2108501,6304,6336,0,-1,-1,0,206,164,0,0,0,11,Eom
109,2109501,6304,6336,0,-1,-1,0,284,178,0,0,0,11,Eom
110,2110501,6304,6336,0,-1,-1,0,190,150,0,0,0,11,Eom
111,2111501,6304,6336,0,-1,-1,0,153,123,0,0,0,11,Eom
112,2112501,6304,6336,0,-1,-1,0,239,183,0,0,0,11,Eom
113,2113501,6304,6336,0,-1,-1,0,122,96,0,0,0,11,Eom
114,2114501,6304,6336,0,-1,-1,0,143,131,0,0,0,11,Eom
115,2115501,6304,6336,2,908,911,0,1314,349,0,0,0,11,Eom
116,2116501,6304,6336,0,-1,-1,0,183,134,0,0,0,11,Eom
117,2117501,6304,6336,28,1793,2248,0,1295,315,0,0,0,11,Eom
118,2118501,6304,6336,0,-1,-1,0,269,177,0,0,0,11,Eom
