burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,2010501,6304,6336,0,-1,-1,0,157,116,0,0,0,11,Eom
1,2011501,6304,6336,0,-1,-1,0,220,157,0,0,0,11,Eom
2,2012501,6304,6336,0,-1,-1,0,273,216,0,0,0,11,Eom
3,2013501,6304,6336,0,-1,-1,0,264,150,0,0,0,11,Eom
4,2014501,6304,6336,0,-1,-1,0,179,163,0,0,0,11,Eom
5,2015501,6304,6336,0,-1,-1,0,213,170,0,0,0,11,Eom
6,2016501,6304,6336,121,2328,6129,0,1437,270,0,0,0,11,Eom
7,2017501,6304,6336,226,466,4021,0,1628,374,0,0,0,11,Eom
8,2018501,6304,6336,0,-1,-1,0,158,145,0,0,0,11,Eom
9,2019501,6304,6336,0,-1,-1,0,150,112,0,0,0,11,Eom
10,2020501,6304,6336,0,-1,-1,0,174,126,0,0,0,11,Eom
11,2021501,6304,6336,23,970,3623,0,1427,307,0,0,0,11,Eom
12,2022501,6304,6336,0,-1,-1,0,207,176,0,0,0,11,Eom
13,2023501,6304,6336,0,-1,-1,0,167,125,0,0,0,11,Eom
14,2024501,6304,6336,0,-1,-1,0,115,88,0,0,0,11,Eom
15,2025501,6304,6336,8,5439,5454,0,1417,354,0,0,0,11,Eom
16,2026501,6304,6336,20,121,548,0,1232,245,0,0,0,11,Eom
17,2027501,6304,6336,0,-1,-1,0,232,184,0,0,0,11,Eom
18,2028501,6304,6336,0,-1,-1,0,181,152,0,0,0,11,Eom
19,2029501,6304,6336,22,4149,4774,0,1467,302,0,0,0,11,Eom
20,2030501,6304,6336,0,-1,-1,0,161,145,0,0,0,11,Eom
21,2031501,6304,6336,188,51,5119,0,1583,373,0,0,0,11,Eom
22,2032501,6304,6336,0,-1,-1,0,216,171,0,0,0,11,Eom
23,2033501,6304,6336,44,3327,4551,0,1428,361,0,0,0,11,Eom
24,2034501,6304,6336,0,-1,-1,0,237,152,0,0,0,11,Eom
25,2035501,6304,6336,0,-1,-1,0,141,121,0,0,0,11,Eom
26,2036501,6304,6336,0,-1,-1,0,198,151,0,0,0,11,Eom
27,2037501,6304,6336,0,-1,-1,0,270,155,0,0,0,11,Eom
28,2038501,6304,6336,33,1792,2690,0,1268,318,0,0,0,11,Eom
29,2039501,6304,6336,193,577,6208,0,1680,319,0,0,0,11,Eom
30,2040501,6304,6336,0,-1,-1,0,177,105,0,0,0,11,Eom
31,2041501,6304,6336,0,-1,-1,0,274,227,0,0,0,11,Eom
32,2042501,6304,6336,0,-1,-1,0,104,91,0,0,0,11,Eom
33,2043501,6304,6336,0,-1,-1,0,194,160,0,0,0,11,Eom
34,2044501,6304,6336,0,-1,-1,0,237,160,0,0,0,11,Eom
35,2045501,6304,6336,86,4032,4604,0,1334,402,0,0,0,11,Eom
36,2046501,6304,6336,0,-1,-1,0,237,177,0,0,0,11,Eom
37,2047501,6304,6336,98,134,4690,0,1792,395,0,0,0,11,Eom
38,2048501,6304,6336,0,-1,-1,0,181,158,0,0,0,11,Eom
39,2049501,6304,6336,0,-1,-1,0,258,146,0,0,0,11,Eom
40,2050501,6304,6336,0,-1,-1,0,222,172,0,0,0,11,Eom
41,2051501,6304,6336,0,-1,-1,0,126,95,0,0,0,11,Eom
42,2052501,6304,6336,65,629,5067,0,1581,380,0,0,0,11,Eom
43,2053501,6304,6336,0,-1,-1,0,105,58,0,0,0,11,Eom
44,2054501,6304,6336,0,-1,-1,0,145,121,0,0,0,11,Eom
45,2055501,6304,6336,0,-1,-1,0,271,192,0,0,0,11,Eom
46,2056501,6304,6336,0,-1,-1,0,188,146,0,0,0,11,Eom
47,2057501,6304,6336,0,-1,-1,0,312,263,0,0,0,11,Eom
48,2058501,6304,6336,0,-1,-1,0,183,157,0,0,0,11,Eom
49,2059501,6304,6336,0,-1,-1,0,200,139,0,0,0,11,Eom
50,2060501,6304,6336,0,-1,-1,0,134,105,0,0,0,11,Eom
51,2061501,6304,6336,111,2842,5658,0,1441,272,0,0,0,11,Eom
