burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,1010501,6304,6336,0,-1,-1,0,253,156,0,0,0,11,Eom
1,1011501,6304,6336,0,-1,-1,0,193,161,0,0,0,11,Eom
2,1012501,6304,6336,0,-1,-1,0,179,154,0,0,0,11,Eom
3,1013501,6304,6336,0,-1,-1,0,135,95,0,0,0,11,Eom
4,1014501,6304,6336,0,-1,-1,0,169,105,0,0,0,11,Eom
5,1015501,6304,6336,0,-1,-1,0,124,78,0,0,0,11,Eom
6,1016501,6304,6336,0,-1,-1,0,268,178,0,0,0,11,Eom
7,1017501,6304,6336,104,1175,4878,0,1714,288,0,0,0,11,Eom
8,1018501,6304,6336,0,-1,-1,0,201,152,0,0,0,11,Eom
9,1019501,6304,6336,37,4630,4997,0,1546,342,0,0,0,11,Eom
10,1020501,6304,6336,0,-1,-1,0,157,136,0,0,0,11,Eom
11,1021501,6304,6336,7,5931,6148,0,1223,234,0,0,0,11,Eom
12,1022501,6304,6336,0,-1,-1,0,239,204,0,0,0,11,Eom
13,1023501,6304,6336,220,381,2097,0,1563,244,0,0,0,11,Eom
14,1024501,6304,6336,105,1967,4411,0,1377,311,0,0,0,11,Eom
15,1025501,6304,6336,0,-1,-1,0,228,186,0,0,0,11,Eom
16,1026501,6304,6336,0,-1,-1,0,129,104,0,0,0,11,Eom
17,1027501,6304,6336,0,-1,-1,0,230,150,0,0,0,11,Eom
18,1028501,6304,6336,0,-1,-1,0,194,151,0,0,0,11,Eom
19,1029501,6304,6336,50,3277,5720,0,1435,451,0,0,0,11,Eom
20,1030501,6304,6336,0,-1,-1,0,198,123,0,0,0,11,Eom
21,1031501,6304,6336,0,-1,-1,0,81,45,0,0,0,11,Eom
22,1032501,6304,6336,0,-1,-1,0,201,179,0,0,0,11,Eom
23,1033501,6304,6336,0,-1,-1,0,203,157,0,0,0,11,Eom
24,1034501,6304,6336,0,-1,-1,0,266,237,0,0,0,11,Eom
25,1035501,6304,6336,0,-1,-1,0,192,158,0,0,0,11,Eom
26,1036501,6304,6336,0,-1,-1,0,338,251,0,0,0,11,Eom
27,1037501,6304,6336,0,-1,-1,0,268,191,0,0,0,11,Eom
28,1038501,6304,6336,0,-1,-1,0,190,150,0,0,0,11,Eom
29,1039501,6304,6336,0,-1,-1,0,257,163,0,0,0,11,Eom
30,1040501,6304,6336,0,-1,-1,0,149,123,0,0,0,11,Eom
31,1041501,6304,6336,169,826,5237,0,1671,358,0,0,0,11,Eom
32,1042501,6304,6336,0,-1,-1,0,223,175,0,0,0,11,Eom
33,1043501,6304,6336,255,3,4841,0,1883,465,0,0,0,11,Eom
34,1044501,6304,6336,0,-1,-1,0,216,151,0,0,0,11,Eom
35,1045501,6304,6336,179,2318,5551,0,1603,270,0,0,0,11,Eom
36,1046501,6304,6336,0,-1,-1,0,256,174,0,0,0,11,Eom
37,1047501,6304,6336,0,-1,-1,0,290,239,0,0,0,11,Eom
38,1048501,6304,6336,0,-1,-1,0,234,164,0,0,0,11,Eom
39,1049501,6304,6336,0,-1,-1,0,368,186,0,0,0,11,Eom
40,1050501,6304,6336,15,106,5733,0,1110,278,0,0,0,11,Eom
41,1051501,6304,6336,182,690,6303,0,1427,305,0,0,0,11,
42,1052501,6304,6336,0,-1,-1,0,233,196,0,0,0,11,Eom
43,1053501,6304,6336,0,-1,-1,0,178,125,0,0,0,11,Eom
44,1054501,6304,6336,0,-1,-1,0,243,156,0,0,0,11,Eom
45,1055501,6304,6336,64,5290,5731,0,1519,288,0,0,0,11,Eom
46,1056501,6304,6336,0,-1,-1,0,141,122,0,0,0,11,Eom
47,1057501,6304,6336,0,-1,-1,0,308,185,0,0,0,11,Eom
48,1058501,6304,6336,0,-1,-1,0,186,168,0,0,0,11,Eom
49,1059501,6304,6336,0,-1,-1,0,175,132,0,0,0,11,Eom
50,1060501,6304,6336,206,1173,5792,0,1586,128,0,0,0,11,Eom
51,1061501,6304,6336,18,478,4007,0,1411,246,0,0,0,11,Eom
52,1062501,6304,6336,0,-1,-1,0,201,184,0,0,0,11,Eom
53,1063501,6304,6336,0,-1,-1,0,257,224,0,0,0,11,Eom
54,1064501,6304,6336,0,-1,-1,0,189,122,0,0,0,11,Eom
55,1065501,6304,6336,0,-1,-1,0,222,129,0,0,0,11,Eom
56,1066501,6304,6336,0,-1,-1,0,224,205,0,0,0,11,Eom
57,1067501,6304,6336,0,-1,-1,0,256,146,0,0,0,11,Eom
58,1068501,6304,6336,0,-1,-1,0,167,125,0,0,0,11,Eom
59,1069501,6304,6336,0,-1,-1,0,197,117,0,0,0,11,Eom
60,1070501,6304,6336,28,628,1148,0,1496,420,0,0,0,11,Eom
61,1071501,6304,6336,0,-1,-1,0,356,222,0,0,0,11,Eom
62,1072501,6304,6336,0,-1,-1,0,272,196,0,0,0,11,Eom
63,1073501,6304,6336,0,-1,-1,0,95,81,0,0,0,11,Eom
64,1074501,6304,6336,0,-1,-1,0,298,221,0,0,0,11,Eom
65,1075501,6304,6336,0,-1,-1,0,193,158,0,0,0,11,Eom
66,1076501,6304,6336,0,-1,-1,0,207,117,0,0,0,11,Eom
67,1077501,6304,6336,269,2050,4606,0,1573,200,0,0,0,11,Eom
68,1078501,6304,6336,0,-1,-1,0,199,132,0,0,0,11,Eom
69,1079501,6304,6336,359,209,5178,0,1557,243,0,0,0,11,Eom
70,1080501,6304,6336,0,-1,-1,0,215,166,0,0,0,11,Eom
71,1081501,6304,6336,0,-1,-1,0,135,121,0,0,0,11,Eom
72,1082501,6304,6336,0,-1,-1,0,194,128,0,0,0,11,Eom
73,1083501,6304,6336,0,-1,-1,0,203,109,0,0,0,11,Eom
74,1084501,6304,6336,0,-1,-1,0,215,165,0,0,0,11,Eom
75,1085501,6304,6336,0,-1,-1,0,275,166,0,0,0,11,Eom
76,1086501,6304,6336,14,2400,2840,0,1433,274,0,0,0,11,Eom
77,1087501,6304,6336,138,24,4575,0,1572,365,0,0,0,11,Eom
78,1088501,6304,6336,0,-1,-1,0,365,190,0,0,0,11,Eom
79,1089501,6304,6336,95,10,4505,0,1423,261,0,0,0,11,Eom
80,1090501,6304,6336,0,-1,-1,0,292,205,0,0,0,11,Eom
81,1091501,6304,6336,38,5269,5713,0,1367,425,0,0,0,11,Eom
82,1092501,6304,6336,0,-1,-1,0,329,224,0,0,0,11,Eom
83,1093501,6304,6336,0,-1,-1,0,297,222,0,0,0,11,Eom
84,1094501,6304,6336,0,-1,-1,0,1335,307,0,0,0,11,Eom
85,1095501,6304,6336,261,2557,5663,0,1765,402,0,0,0,11,Eom
86,1096501,6304,6336,258,1733,3446,0,1548,397,0,0,0,11,Eom
87,1097501,6304,6336,0,-1,-1,0,217,160,0,0,0,11,Eom
88,1098501,6304,6336,0,-1,-1,0,236,161,0,0,0,11,Eom
89,1099501,6304,6336,0,-1,-1,0,244,173,0,0,0,11,Eom
90,1100501,6304,6336,0,-1,-1,0,250,165,0,0,0,11,Eom
91,1101501,6304,6336,381,1730,5124,0,1928,388,0,0,0,11,Eom
92,1102501,6304,6336,0,-1,-1,0,138,92,0,0,0,11,Eom
93,1103501,6304,6336,0,-1,-1,0,339,219,0,0,0,11,Eom
94,1104501,6304,6336,100,3456,5426,0,1066,188,0,0,0,11,Eom
95,1105501,6304,6336,0,-1,-1,0,178,131,0,0,0,11,Eom
96,1106501,6304,6336,0,-1,-1,0,256,188,0,0,0,11,Eom
97,1107501,6304,6336,98,271,5518,0,1512,256,0,0,0,11,Eom
98,1108501,6304,6336,0,-1,-1,0,184,148,0,0,0,11,Eom
99,1109501,6304,6336,0,-1,-1,0,233,146,0,0,0,11,Eom
100,1110501,6304,6336,0,-1,-1,0,233,186,0,0,0,11,Eom
101,1111501,6304,6336,0,-1,-1,0,219,154,0,0,0,11,Eom
102,1112501,6304,6336,58,2386,2936,0,1434,360,0,0,0,11,Eom
103,1113501,6304,6336,0,-1,-1,0,237,151,0,0,0,11,Eom
104,1114501,6304,6336,0,-1,-1,0,72,57,0,0,0,11,Eom
105,1115501,6304,6336,144,120,4607,0,1747,294,0,0,0,11,Eom
106,1116501,6304,6336,0,-1,-1,0,196,153,0,0,0,11,Eom
107,1117501,6304,6336,99,306,4249,0,1592,382,0,0,0,11,Eom
108,1118501,6304,6336,146,1430,6303,0,1524,317,0,0,0,11,
109,1119501,6304,6336,0,-1,-1,0,208,153,0,0,0,11,Eom
110,1120501,6304,6336,12,2821,2843,0,1458,426,0,0,0,11,Eom
111,1121501,6304,6336,50,1186,4900,0,1351,217,0,0,0,11,Eom
112,1122501,6304,6336,0,-1,-1,0,106,87,0,0,0,11,Eom
113,1123501,6304,6336,0,-1,-1,0,153,133,0,0,0,11,Eom
114,1124501,6304,6336,0,-1,-1,0,192,161,0,0,0,11,Eom
115,1125501,6304,6336,0,-1,-1,0,244,143,0,0,0,11,Eom
116,1126501,6304,6336,19,2357,2399,0,1312,281,0,0,0,11,Eom
117,1127501,6304,6336,0,-1,-1,0,219,139,0,0,0,11,Eom
118,1128501,6304,6336,0,-1,-1,0,273,226,0,0,0,11,Eom
