burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,10504,53216,53248,0,-1,-1,10,9915,3590,13,0,0,0,Eom
1,11504,53216,53248,0,-1,-1,9,9673,3207,13,0,0,0,Eom
2,12504,53216,53248,0,-1,-1,7,9569,3489,13,0,0,0,Eom
3,13504,53216,53248,0,-1,-1,8,9386,2852,13,0,0,0,Eom
4,14504,53216,53248,0,-1,-1,4,8763,2230,13,0,0,0,Eom
5,15504,53216,53248,0,-1,-1,3,10854,2802,13,0,0,0,Eom
6,16504,53216,53248,0,-1,-1,7,9199,2466,13,0,0,0,Eom
7,17504,53216,53248,0,-1,-1,3,8613,1775,13,0,0,0,Eom
8,18504,53216,53248,0,-1,-1,9,9298,3025,13,0,0,0,Eom
9,19504,53216,53248,0,-1,-1,10,9692,3222,13,0,0,0,Eom
10,20504,53216,53248,0,-1,-1,1,9846,3398,13,0,0,0,Eom
11,21504,53216,53248,0,-1,-1,8,9923,2957,13,0,0,0,Eom
12,22504,53216,53248,0,-1,-1,9,9614,3316,13,0,0,0,Eom
13,23504,53216,53248,0,-1,-1,7,9427,3187,13,0,0,0,Eom
14,24504,53216,53248,0,-1,-1,10,10642,4313,13,0,0,0,Eom
