burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,3010508,405472,405504,17871,213370,405471,9,93182,11180,10,1,0,0,
1,3011508,405472,405504,0,-1,-1,9,92916,10219,11,0,0,0,Eom
