burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,3000507,270304,270336,0,-1,-1,11,29552,6979,11,0,0,0,Eom
1,3001507,270304,270336,0,-1,-1,10,31917,9938,11,0,0,0,Eom
2,3002507,270304,270336,0,-1,-1,18,28361,6629,11,0,0,0,Eom
3,3003507,270304,270336,0,-1,-1,15,33463,7211,11,0,0,0,Eom
4,3004507,270304,270336,0,-1,-1,14,32619,7455,11,0,0,0,Eom
5,3005507,270304,270336,1,119824,119824,10,32650,9711,11,0,0,0,Eom
