index,p0re,p0im,p1re,p1im
6233,-1.07261,1.14804,0.19665,-0.98921
6234,-1.04721,1.11878,0.19333,-1.00383
6235,-1.02030,1.08907,0.18875,-1.01737
6236,-0.99206,1.05897,0.18292,-1.02999
6237,-0.96242,1.02870,0.17600,-1.04155
6238,-0.93173,0.99842,0.16810,-1.05203
6239,-0.90012,0.96822,0.15933,-1.06154
6240,-0.86762,0.93828,0.14982,-1.07008
6241,-0.83438,0.90870,0.13956,-1.07754
6242,-0.80035,0.87965,0.12894,-1.08405
6243,-0.76586,0.85115,0.11798,-1.08956
6244,-0.73106,0.82344,0.10682,-1.09409
6245,-0.69602,0.79639,0.09562,-1.09773
6246,-0.66080,0.77025,0.08456,-1.10059
6247,-0.62550,0.74493,0.07365,-1.10275
6248,-0.59040,0.72060,0.06326,-1.10426
6249,-0.55559,0.69713,0.05348,-1.10522
6250,-0.52121,0.67457,0.04448,-1.10575
6251,-0.48728,0.65280,0.03635,-1.10583
6252,-0.45396,0.63194,0.02934,-1.10562
6253,-0.42128,0.61178,0.02348,-1.10533
6254,-0.38942,0.59232,0.01902,-1.10494
6255,-0.35841,0.57344,0.01596,-1.10448
6256,-0.32835,0.55505,0.01442,-1.10418
6257,-0.29935,0.53702,0.01453,-1.10418
6258,-0.27141,0.51921,0.01637,-1.10450
6259,-0.24464,0.50144,0.02007,-1.10523
6260,-0.21902,0.48369,0.02565,-1.10656
6261,-0.19467,0.46565,0.03310,-1.10848
6262,-0.17163,0.44705,0.04249,-1.11111
6263,-0.14998,0.42798,0.05386,-1.11448
6264,-0.12957,0.40803,0.06719,-1.11882
6265,-0.11049,0.38726,0.08241,-1.12414
6266,-0.09273,0.36532,0.09959,-1.13052
6267,-0.07640,0.34203,0.11860,-1.13791
6268,-0.06147,0.31732,0.13945,-1.14635
6269,-0.04792,0.29095,0.16201,-1.15603
6270,-0.03576,0.26283,0.18615,-1.16686
6271,-0.02491,0.23281,0.21174,-1.17877
6272,-0.01545,0.20079,0.23868,-1.19192
6273,-0.00733,0.16659,0.26693,-1.20631
6274,-0.00054,0.13022,0.29630,-1.22177
6275,0.00489,0.09159,0.32660,-1.23840
6276,0.00902,0.05066,0.35764,-1.25602
6277,0.01185,0.00732,0.38930,-1.27470
6278,0.01349,-0.03824,0.42134,-1.29433
6279,0.01391,-0.08616,0.45371,-1.31484
6280,0.01315,-0.13635,0.48612,-1.33611
6281,0.01120,-0.18855,0.51843,-1.35807
6282,0.00817,-0.24291,0.55040,-1.38054
6283,0.00405,-0.29924,0.58178,-1.40357
6284,-0.00119,-0.35738,0.61242,-1.42689
6285,-0.00736,-0.41711,0.64223,-1.45033
6286,-0.01456,-0.47833,0.67090,-1.47386
6287,-0.02273,-0.54058,0.69836,-1.49731
6288,-0.03176,-0.60391,0.72435,-1.52056
6289,-0.04156,-0.66799,0.74879,-1.54345
6290,-0.05222,-0.73255,0.77148,-1.56581
6291,-0.06357,-0.79731,0.79216,-1.58753
6292,-0.07563,-0.86198,0.81077,-1.60842
6293,-0.08828,-0.92631,0.82721,-1.62824
6294,-0.10145,-0.98996,0.84126,-1.64692
6295,-0.11511,-1.05265,0.85295,-1.66432
6296,-0.12927,-1.11416,0.86211,-1.68034
6297,-0.14372,-1.17418,0.86860,-1.69478
6298,-0.15836,-1.23246,0.87249,-1.70761
6299,-0.17325,-1.28862,0.87354,-1.71861
6300,-0.18842,-1.34246,0.87179,-1.72775
6301,-0.20353,-1.39378,0.86720,-1.73493
6302,-0.21867,-1.44232,0.85990,-1.74012
6303,-0.23363,-1.48792,0.84974,-1.74316
6304,-0.24850,-1.53026,0.83677,-1.74412
6305,-0.26310,-1.56938,0.82103,-1.74285
6306,-0.27727,-1.60497,0.80253,-1.73932
6307,-0.29115,-1.63695,0.78134,-1.73357
6308,-0.30457,-1.66523,0.75755,-1.72566
6309,-0.31746,-1.68986,0.73119,-1.71561
6310,-0.32979,-1.71073,0.70243,-1.70338
6311,-0.34136,-1.72782,0.67132,-1.68914
6312,-0.35231,-1.74116,0.63798,-1.67286
6313,-0.36244,-1.75068,0.60271,-1.65462
6314,-0.37178,-1.75652,0.56553,-1.63458
6315,-0.38024,-1.75881,0.52655,-1.61273
6316,-0.38777,-1.75755,0.48592,-1.58925
6317,-0.39439,-1.75302,0.44378,-1.56442
6318,-0.40010,-1.74526,0.40039,-1.53825
6319,-0.40478,-1.73451,0.35584,-1.51083
6320,-0.40859,-1.72078,0.31035,-1.48225
6321,-0.41131,-1.70432,0.26409,-1.45291
6322,-0.41314,-1.68542,0.21729,-1.42282
6323,-0.41410,-1.66416,0.16998,-1.39213
6324,-0.41399,-1.64087,0.12248,-1.36099
6325,-0.41301,-1.61563,0.07499,-1.32960
6326,-0.41110,-1.58887,0.02759,-1.29805
6327,-0.40849,-1.56052,-0.01960,-1.26650
6328,-0.40502,-1.53100,-0.06629,-1.23509
6329,-0.40075,-1.50050,-0.11237,-1.20404
6330,-0.39589,-1.46904,-0.15767,-1.17334
6331,-0.39040,-1.43701,-0.20206,-1.14307
6332,-0.38428,-1.40463,-0.24540,-1.11346
6333,-0.37781,-1.37188,-0.28747,-1.08455
6334,-0.37084,-1.33911,-0.32816,-1.05640
6335,-0.36353,-1.30649,-0.36744,-1.02900
6336,-0.35600,-1.27401,-0.40508,-1.00245
6337,-0.34831,-1.24189,-0.44102,-0.97678
6338,-0.34055,-1.21036,-0.47508,-0.95197
6339,-0.33268,-1.17935,-0.50716,-0.92816
6340,-0.32490,-1.14894,-0.53716,-0.90517
6341,-0.31721,-1.11936,-0.56502,-0.88297
6342,-0.30975,-1.09057,-0.59059,-0.86162
6343,-0.30256,-1.06275,-0.61379,-0.84095
6344,-0.29579,-1.03580,-0.63467,-0.82096
6345,-0.28932,-1.00987,-0.65305,-0.80156
6346,-0.28332,-0.98486,-0.66894,-0.78275
6347,-0.27780,-0.96088,-0.68226,-0.76434
6348,-0.27290,-0.93788,-0.69300,-0.74630
6349,-0.26854,-0.91580,-0.70113,-0.72834
6350,-0.26482,-0.89475,-0.70652,-0.71058
6351,-0.26178,-0.87459,-0.70913,-0.69281
6352,-0.25928,-0.85544,-0.70907,-0.67494
6353,-0.25744,-0.83707,-0.70618,-0.65679
6354,-0.25617,-0.81958,-0.70057,-0.63834
6355,-0.25547,-0.80271,-0.69224,-0.61948
6356,-0.25542,-0.78652,-0.68113,-0.60008
6357,-0.25585,-0.77089,-0.66739,-0.58005
6358,-0.25682,-0.75582,-0.65096,-0.55934
6359,-0.25823,-0.74117,-0.63197,-0.53792
6360,-0.26008,-0.72688,-0.61045,-0.51573
6361,-0.26229,-0.71282,-0.58642,-0.49261
6362,-0.26477,-0.69901,-0.55996,-0.46859
6363,-0.26737,-0.68531,-0.53121,-0.44381
6364,-0.27015,-0.67163,-0.50031,-0.41813
6365,-0.27298,-0.65785,-0.46724,-0.39160
6366,-0.27577,-0.64399,-0.43218,-0.36422
6367,-0.27840,-0.62993,-0.39525,-0.33598
6368,-0.28083,-0.61553,-0.35673,-0.30717
6369,-0.28299,-0.60060,-0.31658,-0.27779
6370,-0.28482,-0.58536,-0.27507,-0.24794
6371,-0.28621,-0.56945,-0.23230,-0.21777
6372,-0.28706,-0.55300,-0.18848,-0.18733
6373,-0.28727,-0.53587,-0.14375,-0.15687
6374,-0.28701,-0.51803,-0.09841,-0.12650
6375,-0.28611,-0.49942,-0.05258,-0.09637
6376,-0.28450,-0.47990,-0.00645,-0.06673
6377,-0.28213,-0.45956,0.03977,-0.03763
6378,-0.27917,-0.43835,0.08577,-0.00941
6379,-0.27554,-0.41617,0.13158,0.01781
6380,-0.27115,-0.39311,0.17688,0.04378
6381,-0.26610,-0.36900,0.22147,0.06825
6382,-0.26052,-0.34408,0.26518,0.09131
6383,-0.25433,-0.31814,0.30778,0.11259
6384,-0.24768,-0.29133,0.34905,0.13195
6385,-0.24064,-0.26358,0.38882,0.14909
6386,-0.23333,-0.23509,0.42703,0.16404
6387,-0.22563,-0.20586,0.46342,0.17653
6388,-0.21789,-0.17590,0.49789,0.18658
6389,-0.21021,-0.14528,0.53022,0.19385
6390,-0.20265,-0.11401,0.56038,0.19841
6391,-0.19537,-0.08232,0.58819,0.20015
6392,-0.18850,-0.05027,0.61357,0.19899
6393,-0.18219,-0.01793,0.63643,0.19483
6394,-0.17650,0.01458,0.65659,0.18771
6395,-0.17171,0.04711,0.67415,0.17771
6396,-0.16789,0.07955,0.68881,0.16477
6397,-0.16518,0.11176,0.70073,0.14883
6398,-0.16369,0.14357,0.70987,0.13010
6399,-0.16361,0.17499,0.71625,0.10858
6400,-0.16485,0.20571,0.71974,0.08433
6401,-0.16775,0.23563,0.72035,0.05758
6402,-0.17227,0.26472,0.71834,0.02835
6403,-0.17844,0.29272,0.71345,-0.00317
6404,-0.18653,0.31958,0.70586,-0.03685
6405,-0.19634,0.34509,0.69556,-0.07250
6406,-0.20796,0.36913,0.68273,-0.11002
6407,-0.22145,0.39150,0.66732,-0.14916
6408,-0.23680,0.41230,0.64945,-0.18961
6409,-0.25393,0.43127,0.62922,-0.23133
6410,-0.27280,0.44822,0.60674,-0.27416
6411,-0.29350,0.46335,0.58215,-0.31773
6412,-0.31576,0.47644,0.55555,-0.36192
6413,-0.33956,0.48734,0.52695,-0.40647
6414,-0.36459,0.49612,0.49658,-0.45116
6415,-0.39099,0.50266,0.46446,-0.49573
6416,-0.41851,0.50697,0.43079,-0.54002
6417,-0.44711,0.50889,0.39560,-0.58385
6418,-0.47644,0.50868,0.35912,-0.62699
6419,-0.50623,0.50613,0.32145,-0.66920
6420,-0.53650,0.50136,0.28260,-0.71033
6421,-0.56707,0.49436,0.24282,-0.75014
6422,-0.59768,0.48527,0.20230,-0.78845
6423,-0.62804,0.47399,0.16096,-0.82513
6424,-0.65801,0.46069,0.11903,-0.85993
6425,-0.68728,0.44541,0.07652,-0.89277
6426,-0.71576,0.42827,0.03381,-0.92354
6427,-0.74323,0.40925,-0.00928,-0.95195
6428,-0.76950,0.38868,-0.05238,-0.97804
6429,-0.79424,0.36648,-0.09551,-1.00169
6430,-0.81744,0.34286,-0.13856,-1.02294
6431,-0.83881,0.31787,-0.18128,-1.04147
6432,-0.85823,0.29161,-0.22362,-1.05727
6433,-0.87555,0.26427,-0.26550,-1.07040
6434,-0.89062,0.23595,-0.30678,-1.08082
6435,-0.90328,0.20668,-0.34735,-1.08842
6436,-0.91334,0.17674,-0.38705,-1.09334
6437,-0.92084,0.14623,-0.42581,-1.09552
6438,-0.92554,0.11512,-0.46358,-1.09509
6439,-0.92759,0.08366,-0.50024,-1.09191
6440,-0.92679,0.05187,-0.53567,-1.08626
6441,-0.92313,0.01992,-0.56977,-1.07814
6442,-0.91660,-0.01209,-0.60264,-1.06771
6443,-0.90723,-0.04407,-0.63399,-1.05507
6444,-0.89490,-0.07586,-0.66376,-1.04040
6445,-0.87971,-0.10739,-0.69197,-1.02381
6446,-0.86173,-0.13860,-0.71844,-1.00547
6447,-0.84097,-0.16941,-0.74327,-0.98558
6448,-0.81755,-0.19966,-0.76637,-0.96428
6449,-0.79160,-0.22937,-0.78770,-0.94181
6450,-0.76318,-0.25837,-0.80724,-0.91835
6451,-0.73236,-0.28670,-0.82495,-0.89419
6452,-0.69924,-0.31425,-0.84092,-0.86947
6453,-0.66407,-0.34095,-0.85513,-0.84441
6454,-0.62683,-0.36665,-0.86761,-0.81919
6455,-0.58783,-0.39144,-0.87838,-0.79405
6456,-0.54707,-0.41521,-0.88747,-0.76931
6457,-0.50478,-0.43791,-0.89504,-0.74507
6458,-0.46122,-0.45944,-0.90094,-0.72149
6459,-0.41643,-0.47977,-0.90546,-0.69888
6460,-0.37062,-0.49888,-0.90869,-0.67732
6461,-0.32395,-0.51671,-0.91058,-0.65696
6462,-0.27652,-0.53328,-0.91125,-0.63802
6463,-0.22866,-0.54846,-0.91082,-0.62063
6464,-0.18051,-0.56221,-0.90941,-0.60489
6465,-0.13214,-0.57451,-0.90724,-0.59092
6466,-0.08367,-0.58550,-0.90430,-0.57876
6467,-0.03539,-0.59492,-0.90074,-0.56850
6468,0.01259,-0.60283,-0.89665,-0.56031
6469,0.06012,-0.60921,-0.89218,-0.55412
6470,0.10715,-0.61416,-0.88740,-0.54986
6471,0.15365,-0.61753,-0.88246,-0.54765
6472,0.19919,-0.61932,-0.87741,-0.54744
6473,0.24387,-0.61953,-0.87239,-0.54915
6474,0.28759,-0.61822,-0.86742,-0.55271
6475,0.33028,-0.61544,-0.86265,-0.55799
6476,0.37181,-0.61115,-0.85803,-0.56506
6477,0.41217,-0.60543,-0.85386,-0.57377
6478,0.45127,-0.59821,-0.84998,-0.58404
6479,0.48908,-0.58958,-0.84650,-0.59565
6480,0.52552,-0.57958,-0.84350,-0.60854
6481,0.56052,-0.56829,-0.84087,-0.62263
6482,0.59426,-0.55567,-0.83866,-0.63769
6483,0.62666,-0.54181,-0.83693,-0.65361
6484,0.65765,-0.52674,-0.83556,-0.67017
6485,0.68739,-0.51055,-0.83472,-0.68724
6486,0.71574,-0.49327,-0.83417,-0.70483
6487,0.74294,-0.47501,-0.83407,-0.72264
6488,0.76890,-0.45595,-0.83432,-0.74054
6489,0.79371,-0.43602,-0.83482,-0.75844
6490,0.81735,-0.41528,-0.83554,-0.77618
6491,0.84004,-0.39390,-0.83646,-0.79363
6492,0.86177,-0.37182,-0.83732,-0.81062
6493,0.88264,-0.34922,-0.83830,-0.82704
6494,0.90273,-0.32613,-0.83926,-0.84277
6495,0.92206,-0.30273,-0.84016,-0.85781
6496,0.94068,-0.27902,-0.84088,-0.87189
6497,0.95873,-0.25502,-0.84143,-0.88502
6498,0.97633,-0.23096,-0.84170,-0.89706
6499,0.99344,-0.20670,-0.84151,-0.90793
6500,1.01018,-0.18249,-0.84097,-0.91762
6501,1.02659,-0.15825,-0.83994,-0.92598
6502,1.04287,-0.13416,-0.83836,-0.93288
6503,1.05893,-0.11020,-0.83631,-0.93842
6504,1.07481,-0.08631,-0.83362,-0.94243
6505,1.09067,-0.06282,-0.83025,-0.94503
6506,1.10645,-0.03957,-0.82620,-0.94612
6507,1.12216,-0.01664,-0.82143,-0.94552
6508,1.13797,0.00587,-0.81598,-0.94330
6509,1.15367,0.02804,-0.80980,-0.93943
6510,1.16939,0.04977,-0.80279,-0.93399
6511,1.18504,0.07093,-0.79508,-0.92680
6512,1.20071,0.09167,-0.78649,-0.91804
6513,1.21624,0.11189,-0.77717,-0.90749
6514,1.23154,0.13149,-0.76723,-0.89521
6515,1.24667,0.15045,-0.75645,-0.88137
6516,1.26155,0.16897,-0.74498,-0.86592
6517,1.27607,0.18672,-0.73279,-0.84873
6518,1.29010,0.20386,-0.71994,-0.83009
6519,1.30360,0.22029,-0.70643,-0.80988
6520,1.31642,0.23614,-0.69237,-0.78815
6521,1.32850,0.25123,-0.67772,-0.76490
6522,1.33971,0.26558,-0.66260,-0.74034
6523,1.34987,0.27930,-0.64703,-0.71456
6524,1.35883,0.29223,-0.63104,-0.68750
6525,1.36651,0.30440,-0.61475,-0.65915
6526,1.37272,0.31583,-0.59838,-0.62981
6527,1.37729,0.32647,-0.58176,-0.59947
6528,1.38020,0.33636,-0.56512,-0.56832
6529,1.38115,0.34538,-0.54850,-0.53637
6530,1.38012,0.35351,-0.53202,-0.50389
6531,1.37707,0.36078,-0.51579,-0.47082
6532,1.37175,0.36724,-0.49981,-0.43739
6533,1.36414,0.37278,-0.48418,-0.40368
6534,1.35403,0.37756,-0.46917,-0.36985
6535,1.34145,0.38143,-0.45476,-0.33596
6536,1.32628,0.38432,-0.44098,-0.30239
6537,1.30838,0.38643,-0.42809,-0.26903
6538,1.28776,0.38759,-0.41603,-0.23612
6539,1.26440,0.38789,-0.40496,-0.20383
6540,1.23832,0.38729,-0.39495,-0.17223
6541,1.20943,0.38582,-0.38607,-0.14141
6542,1.17787,0.38352,-0.37845,-0.11162
6543,1.14359,0.38034,-0.37196,-0.08286
6544,1.10671,0.37629,-0.36684,-0.05527
6545,1.06728,0.37151,-0.36308,-0.02904
6546,1.02542,0.36585,-0.36060,-0.00417
6547,0.98119,0.35958,-0.35960,0.01919
6548,0.93468,0.35260,-0.36000,0.04103
6549,0.88617,0.34489,-0.36179,0.06132
6550,0.83579,0.33659,-0.36504,0.07980
6551,0.78365,0.32765,-0.36970,0.09666
6552,0.72989,0.31822,-0.37561,0.11175
6553,0.67483,0.30837,-0.38275,0.12518
6554,0.61863,0.29813,-0.39108,0.13679
6555,0.56150,0.28759,-0.40065,0.14673
6556,0.50363,0.27684,-0.41121,0.15491
6557,0.44534,0.26588,-0.42273,0.16141
6558,0.38662,0.25480,-0.43511,0.16626
6559,0.32789,0.24376,-0.44812,0.16953
6560,0.26938,0.23278,-0.46174,0.17130
6561,0.21117,0.22198,-0.47585,0.17160
6562,0.15349,0.21151,-0.49024,0.17043
6563,0.09664,0.20121,-0.50481,0.16798
6564,0.04080,0.19139,-0.51934,0.16448
6565,-0.01385,0.18207,-0.53372,0.15986
6566,-0.06708,0.17333,-0.54781,0.15424
6567,-0.11892,0.16526,-0.56145,0.14765
6568,-0.16903,0.15786,-0.57454,0.14030
6569,-0.21733,0.15130,-0.58679,0.13218
6570,-0.26354,0.14563,-0.59828,0.12331
6571,-0.30772,0.14089,-0.60851,0.11398
6572,-0.34984,0.13721,-0.61772,0.10409
6573,-0.38962,0.13461,-0.62557,0.09384
6574,-0.42702,0.13305,-0.63206,0.08326
6575,-0.46205,0.13264,-0.63695,0.07239
6576,-0.49460,0.13342,-0.64018,0.06130
6577,-0.52463,0.13534,-0.64179,0.04998
6578,-0.55230,0.13839,-0.64153,0.03852
6579,-0.57731,0.14264,-0.63943,0.02688
6580,-0.59983,0.14813,-0.63545,0.01518
6581,-0.61992,0.15482,-0.62961,0.00332
6582,-0.63750,0.16269,-0.62177,-0.00859
6583,-0.65257,0.17157,-0.61188,-0.02080
6584,-0.66524,0.18141,-0.60012,-0.03303
6585,-0.67554,0.19224,-0.58644,-0.04544
6586,-0.68341,0.20387,-0.57085,-0.05801
6587,-0.68913,0.21635,-0.55345,-0.07076
6588,-0.69258,0.22961,-0.53417,-0.08382
6589,-0.69399,0.24346,-0.51318,-0.09724
6590,-0.69333,0.25781,-0.49057,-0.11098
6591,-0.69064,0.27253,-0.46642,-0.12509
6592,-0.68612,0.28753,-0.44077,-0.13961
6593,-0.67977,0.30261,-0.41372,-0.15453
6594,-0.67179,0.31773,-0.38554,-0.17001
6595,-0.66217,0.33265,-0.35622,-0.18598
6596,-0.65087,0.34740,-0.32590,-0.20249
6597,-0.63828,0.36159,-0.29479,-0.21950
6598,-0.62434,0.37527,-0.26295,-0.23700
6599,-0.60917,0.38832,-0.23059,-0.25519
6600,-0.59299,0.40057,-0.19775,-0.27387
6601,-0.57579,0.41177,-0.16477,-0.29306
6602,-0.55762,0.42194,-0.13161,-0.31281
6603,-0.53874,0.43090,-0.09857,-0.33297
6604,-0.51926,0.43847,-0.06572,-0.35346
6605,-0.49913,0.44464,-0.03316,-0.37427
6606,-0.47861,0.44934,-0.00114,-0.39535
6607,-0.45773,0.45236,0.03028,-0.41669
6608,-0.43668,0.45368,0.06088,-0.43796
6609,-0.41544,0.45322,0.09058,-0.45927
6610,-0.39417,0.45102,0.11931,-0.48047
6611,-0.37305,0.44699,0.14685,-0.50139
6612,-0.35207,0.44116,0.17321,-0.52200
6613,-0.33139,0.43344,0.19819,-0.54211
6614,-0.31106,0.42392,0.22169,-0.56169
6615,-0.29117,0.41260,0.24364,-0.58049
6616,-0.27179,0.39948,0.26391,-0.59853
6617,-0.25295,0.38459,0.28251,-0.61557
6618,-0.23467,0.36799,0.29938,-0.63152
6619,-0.21721,0.34984,0.31439,-0.64627
6620,-0.20050,0.33013,0.32763,-0.65975
6621,-0.18455,0.30909,0.33889,-0.67199
6622,-0.16945,0.28672,0.34824,-0.68276
6623,-0.15516,0.26311,0.35552,-0.69200
6624,-0.14168,0.23848,0.36083,-0.69977
6625,-0.12900,0.21287,0.36418,-0.70582
6626,-0.11723,0.18665,0.36551,-0.71026
6627,-0.10640,0.15997,0.36494,-0.71295
6628,-0.09640,0.13266,0.36242,-0.71405
6629,-0.08718,0.10518,0.35789,-0.71352
6630,-0.07882,0.07756,0.35143,-0.71142
6631,-0.07128,0.05013,0.34311,-0.70770
6632,-0.06451,0.02299,0.33306,-0.70253
6633,-0.05839,-0.00370,0.32111,-0.69591
6634,-0.05296,-0.02975,0.30742,-0.68794
6635,-0.04822,-0.05498,0.29208,-0.67876
6636,-0.04415,-0.07919,0.27503,-0.66848
6637,-0.04077,-0.10223,0.25649,-0.65715
6638,-0.03782,-0.12399,0.23640,-0.64509
6639,-0.03534,-0.14422,0.21492,-0.63228
6640,-0.03333,-0.16281,0.19218,-0.61899
6641,-0.03193,-0.17958,0.16828,-0.60530
6642,-0.03098,-0.19445,0.14315,-0.59149
6643,-0.03040,-0.20719,0.11704,-0.57753
6644,-0.03021,-0.21780,0.08999,-0.56374
6645,-0.03041,-0.22608,0.06211,-0.55032
6646,-0.03105,-0.23199,0.03362,-0.53732
6647,-0.03194,-0.23550,0.00446,-0.52497
6648,-0.03324,-0.23644,-0.02520,-0.51337
6649,-0.03490,-0.23475,-0.05513,-0.50281
6650,-0.03674,-0.23046,-0.08536,-0.49334
6651,-0.03896,-0.22348,-0.11572,-0.48502
6652,-0.04148,-0.21387,-0.14600,-0.47801
6653,-0.04427,-0.20161,-0.17607,-0.47251
6654,-0.04733,-0.18670,-0.20587,-0.46848
6655,-0.05063,-0.16925,-0.23522,-0.46624
6656,-0.05417,-0.14925,-0.26401,-0.46566
6657,-0.05801,-0.12683,-0.29220,-0.46684
6658,-0.06208,-0.10195,-0.31954,-0.46982
6659,-0.06634,-0.07472,-0.34597,-0.47465
6660,-0.07084,-0.04535,-0.37125,-0.48136
6661,-0.07553,-0.01389,-0.39550,-0.48983
6662,-0.08029,0.01952,-0.41831,-0.50015
6663,-0.08523,0.05471,-0.43982,-0.51223
6664,-0.09024,0.09154,-0.45991,-0.52601
6665,-0.09518,0.12980,-0.47843,-0.54159
6666,-0.10026,0.16937,-0.49537,-0.55874
6667,-0.10525,0.21009,-0.51063,-0.57741
6668,-0.11019,0.25161,-0.52416,-0.59751
6669,-0.11507,0.29388,-0.53585,-0.61901
6670,-0.11971,0.33672,-0.54567,-0.64167
6671,-0.12414,0.37984,-0.55366,-0.66550
6672,-0.12822,0.42307,-0.55973,-0.69025
6673,-0.13214,0.46624,-0.56388,-0.71597
6674,-0.13576,0.50907,-0.56622,-0.74250
6675,-0.13898,0.55146,-0.56671,-0.76957
6676,-0.14185,0.59306,-0.56536,-0.79709
6677,-0.14446,0.63380,-0.56222,-0.82509
6678,-0.14661,0.67353,-0.55730,-0.85327
6679,-0.14836,0.71189,-0.55070,-0.88156
6680,-0.14967,0.74896,-0.54245,-0.90966
6681,-0.15058,0.78442,-0.53274,-0.93764
6682,-0.15110,0.81816,-0.52156,-0.96542
6683,-0.15121,0.85008,-0.50895,-0.99271
6684,-0.15101,0.88008,-0.49504,-1.01952
6685,-0.15044,0.90795,-0.47997,-1.04566
6686,-0.14955,0.93375,-0.46389,-1.07105
6687,-0.14848,0.95711,-0.44687,-1.09560
6688,-0.14714,0.97820,-0.42902,-1.11919
6689,-0.14562,0.99689,-0.41032,-1.14171
6690,-0.14405,1.01316,-0.39105,-1.16310
6691,-0.14239,1.02692,-0.37135,-1.18321
6692,-0.14077,1.03836,-0.35129,-1.20212
6693,-0.13931,1.04730,-0.33101,-1.21955
6694,-0.13800,1.05380,-0.31047,-1.23559
6695,-0.13694,1.05778,-0.28985,-1.25003
6696,-0.13613,1.05934,-0.26921,-1.26286
6697,-0.13561,1.05858,-0.24880,-1.27403
6698,-0.13546,1.05544,-0.22871,-1.28331
6699,-0.13578,1.05003,-0.20887,-1.29090
6700,-0.13656,1.04252,-0.18945,-1.29670
6701,-0.13781,1.03282,-0.17048,-1.30065
6702,-0.13971,1.02111,-0.15200,-1.30261
6703,-0.14216,1.00738,-0.13416,-1.30256
6704,-0.14521,0.99183,-0.11708,-1.30046
6705,-0.14885,0.97449,-0.10063,-1.29623
6706,-0.15320,0.95539,-0.08492,-1.28998
6707,-0.15810,0.93471,-0.07001,-1.28156
6708,-0.16355,0.91252,-0.05594,-1.27102
6709,-0.16948,0.88878,-0.04265,-1.25823
6710,-0.17593,0.86375,-0.03024,-1.24322
6711,-0.18286,0.83742,-0.01878,-1.22594
6712,-0.19016,0.80984,-0.00814,-1.20655
6713,-0.19778,0.78125,0.00153,-1.18486
6714,-0.20574,0.75166,0.01027,-1.16092
6715,-0.21391,0.72108,0.01811,-1.13488
6716,-0.22213,0.68966,0.02499,-1.10665
6717,-0.23036,0.65744,0.03102,-1.07618
6718,-0.23852,0.62453,0.03598,-1.04358
6719,-0.24644,0.59092,0.04003,-1.00897
6720,-0.25409,0.55679,0.04315,-0.97221
6721,-0.26138,0.52221,0.04534,-0.93360
6722,-0.26822,0.48702,0.04667,-0.89308
6723,-0.27445,0.45145,0.04706,-0.85071
6724,-0.27995,0.41559,0.04654,-0.80673
6725,-0.28480,0.37946,0.04529,-0.76111
6726,-0.28873,0.34317,0.04316,-0.71406
6727,-0.29169,0.30676,0.04008,-0.66557
6728,-0.29370,0.27027,0.03621,-0.61589
6729,-0.29471,0.23381,0.03142,-0.56508
6730,-0.29465,0.19750,0.02599,-0.51326
6731,-0.29328,0.16135,0.01972,-0.46065
6732,-0.29090,0.12548,0.01272,-0.40741
6733,-0.28707,0.09011,0.00502,-0.35359
6734,-0.28212,0.05520,-0.00334,-0.29943
6735,-0.27595,0.02077,-0.01236,-0.24499
6736,-0.26851,-0.01293,-0.02191,-0.19050
6737,-0.25993,-0.04591,-0.03201,-0.13609
6738,-0.25023,-0.07773,-0.04263,-0.08208
6739,-0.23937,-0.10862,-0.05366,-0.02854
6740,-0.22758,-0.13844,-0.06513,0.02440
6741,-0.21474,-0.16692,-0.07700,0.07658
6742,-0.20097,-0.19400,-0.08906,0.12791
6743,-0.18644,-0.21947,-0.10127,0.17818
6744,-0.17119,-0.24330,-0.11366,0.22733
6745,-0.15537,-0.26539,-0.12606,0.27515
6746,-0.13899,-0.28553,-0.13850,0.32159
6747,-0.12222,-0.30371,-0.15081,0.36644
6748,-0.10519,-0.31973,-0.16291,0.40965
6749,-0.08802,-0.33350,-0.17471,0.45113
6750,-0.07082,-0.34493,-0.18613,0.49086
6751,-0.05369,-0.35397,-0.19713,0.52865
6752,-0.03678,-0.36050,-0.20763,0.56456
6753,-0.02014,-0.36449,-0.21761,0.59847
6754,-0.00390,-0.36589,-0.22687,0.63044
6755,0.01181,-0.36465,-0.23535,0.66032
6756,0.02692,-0.36077,-0.24303,0.68817
6757,0.04135,-0.35421,-0.24982,0.71389
6758,0.05501,-0.34498,-0.25574,0.73765
6759,0.06771,-0.33310,-0.26055,0.75917
6760,0.07958,-0.31861,-0.26435,0.77868
6761,0.09058,-0.30155,-0.26702,0.79617
6762,0.10056,-0.28211,-0.26855,0.81158
6763,0.10953,-0.26030,-0.26889,0.82508
6764,0.11754,-0.23637,-0.26807,0.83670
6765,0.12450,-0.21022,-0.26594,0.84641
6766,0.13048,-0.18211,-0.26264,0.85425
6767,0.13556,-0.15224,-0.25805,0.86028
6768,0.13964,-0.12082,-0.25229,0.86453
6769,0.14285,-0.08801,-0.24520,0.86717
6770,0.14521,-0.05400,-0.23688,0.86813
6771,0.14665,-0.01905,-0.22737,0.86753
6772,0.14750,0.01671,-0.21667,0.86543
6773,0.14763,0.05295,-0.20476,0.86176
6774,0.14722,0.08939,-0.19182,0.85687
6775,0.14628,0.12575,-0.17776,0.85053
6776,0.14488,0.16202,-0.16274,0.84298
