burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,3000506,135136,135168,0,-1,-1,11,5606,2160,11,0,0,0,Eom
1,3001506,135136,135168,0,-1,-1,14,6055,2597,11,0,0,0,Eom
2,3002506,135136,135168,0,-1,-1,16,9031,3918,11,0,0,0,Eom
3,3003506,135136,135168,0,-1,-1,11,5962,2252,11,0,0,0,Eom
4,3004506,135136,135168,0,-1,-1,15,5898,2608,11,0,0,0,Eom
5,3005506,135136,135168,0,-1,-1,9,4777,2333,11,0,0,0,Eom
