burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,2010504,53216,53248,0,-1,-1,6,8031,1996,13,0,0,0,Eom
1,2011504,53216,53248,0,-1,-1,5,9935,3168,13,0,0,0,Eom
2,2012504,53216,53248,0,-1,-1,7,11405,4647,13,0,0,0,Eom
3,2013504,53216,53248,0,-1,-1,7,9321,3267,13,0,0,0,Eom
4,2014504,53216,53248,0,-1,-1,5,9808,2862,13,0,0,0,Eom
5,2015504,53216,53248,0,-1,-1,7,11415,3751,13,0,0,0,Eom
6,2016504,53216,53248,0,-1,-1,5,9821,2971,13,0,0,0,Eom
7,2017504,53216,53248,0,-1,-1,8,10475,3409,13,0,0,0,Eom
8,2018504,53216,53248,0,-1,-1,12,9880,3963,13,0,0,0,Eom
9,2019504,53216,53248,0,-1,-1,5,10418,3494,13,0,0,0,Eom
10,2020504,53216,53248,0,-1,-1,12,9998,3708,13,0,0,0,Eom
11,2021504,53216,53248,0,-1,-1,7,10788,3577,13,0,0,0,Eom
12,2022504,53216,53248,0,-1,-1,9,9610,3191,13,0,0,0,Eom
13,2023504,53216,53248,0,-1,-1,7,10064,2762,13,0,0,0,Eom
14,2024504,53216,53248,0,-1,-1,4,10488,3413,13,0,0,0,Eom
