burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,3010503,24544,24576,0,-1,-1,35,15456,3726,8,0,0,0,Eom
1,3011503,24544,24576,0,-1,-1,30,13991,3414,8,0,0,0,Eom
2,3012503,24544,24576,0,-1,-1,30,14761,3194,8,0,0,0,Eom
3,3013503,24544,24576,0,-1,-1,35,13847,3001,8,0,0,0,Eom
4,3014503,24544,24576,0,-1,-1,36,15237,3637,8,0,0,0,Eom
5,3015503,24544,24576,0,-1,-1,40,13450,3027,8,0,0,0,Eom
6,3016503,24544,24576,0,-1,-1,42,14179,2970,8,0,0,0,Eom
7,3017503,24544,24576,0,-1,-1,33,13329,3088,8,0,0,0,Eom
8,3018503,24544,24576,0,-1,-1,33,13781,2637,8,0,0,0,Eom
9,3019503,24544,24576,5,21008,21014,29,14076,3245,8,0,0,0,Eom
10,3020503,24544,24576,0,-1,-1,34,15247,3578,8,0,0,0,Eom
11,3021503,24544,24576,0,-1,-1,44,14613,3853,8,0,0,0,Eom
12,3022503,24544,24576,0,-1,-1,35,14624,3300,8,0,0,0,Eom
13,3023503,24544,24576,0,-1,-1,33,13654,3080,8,0,0,0,Eom
14,3024503,24544,24576,0,-1,-1,34,14639,3183,8,0,0,0,Eom
15,3025503,24544,24576,0,-1,-1,37,14499,2873,8,0,0,0,Eom
16,3026503,24544,24576,0,-1,-1,41,13849,2964,8,0,0,0,Eom
17,3027503,24544,24576,0,-1,-1,37,14213,3910,8,0,0,0,Eom
18,3028503,24544,24576,0,-1,-1,34,15058,3476,8,0,0,0,Eom
19,3029503,24544,24576,0,-1,-1,35,14411,3550,8,0,0,0,Eom
20,3030503,24544,24576,0,-1,-1,45,15169,3893,8,0,0,0,Eom
21,3031503,24544,24576,0,-1,-1,30,13730,2342,8,0,0,0,Eom
22,3032503,24544,24576,0,-1,-1,43,14468,2237,8,0,0,0,Eom
23,3033503,24544,24576,0,-1,-1,39,15748,4256,8,0,0,0,Eom
24,3034503,24544,24576,0,-1,-1,33,13908,2597,8,0,0,0,Eom
25,3035503,24544,24576,0,-1,-1,34,13715,2522,8,0,0,0,Eom
26,3036503,24544,24576,0,-1,-1,40,14131,3887,8,0,0,0,Eom
27,3037503,24544,24576,0,-1,-1,39,13939,3032,8,0,0,0,Eom
28,3038503,24544,24576,0,-1,-1,39,14520,2852,8,0,0,0,Eom
29,3039503,24544,24576,0,-1,-1,32,15436,3595,8,0,0,0,Eom
30,3040503,24544,24576,0,-1,-1,41,12900,3028,8,0,0,0,Eom
31,3041503,24544,24576,0,-1,-1,41,14998,3937,8,0,0,0,Eom
32,3042503,24544,24576,0,-1,-1,42,15695,3861,8,0,0,0,Eom
33,3043503,24544,24576,0,-1,-1,40,14655,3593,8,0,0,0,Eom
34,3044503,24544,24576,0,-1,-1,36,15003,3455,8,0,0,0,Eom
35,3045503,24544,24576,0,-1,-1,31,13618,2637,8,0,0,0,Eom
36,3046503,24544,24576,0,-1,-1,26,13904,2453,8,0,0,0,Eom
37,3047503,24544,24576,0,-1,-1,38,14680,3019,8,0,0,0,Eom
38,3048503,24544,24576,0,-1,-1,36,15008,3558,8,0,0,0,Eom
39,3049503,24544,24576,0,-1,-1,30,14120,2975,8,0,0,0,Eom
40,3050503,24544,24576,0,-1,-1,33,13974,2847,8,0,0,0,Eom
41,3051503,24544,24576,0,-1,-1,28,15311,3760,8,0,0,0,Eom
42,3052503,24544,24576,0,-1,-1,32,13421,1902,8,0,0,0,Eom
43,3053503,24544,24576,0,-1,-1,34,14213,3769,8,0,0,0,Eom
44,3054503,24544,24576,0,-1,-1,33,12897,2564,8,0,0,0,Eom
45,3055503,24544,24576,0,-1,-1,38,14389,3574,8,0,0,0,Eom
46,3056503,24544,24576,0,-1,-1,39,13301,3223,8,0,0,0,Eom
47,3057503,24544,24576,0,-1,-1,37,13760,3101,8,0,0,0,Eom
48,3058503,24544,24576,0,-1,-1,30,13514,3141,8,0,0,0,Eom
49,3059503,24544,24576,0,-1,-1,36,14553,3490,8,0,0,0,Eom
50,3060503,24544,24576,0,-1,-1,30,14185,3103,8,0,0,0,Eom
51,3061503,24544,24576,0,-1,-1,40,14940,3771,8,0,0,0,Eom
52,3062503,24544,24576,0,-1,-1,32,13827,2184,8,0,0,0,Eom
53,3063503,24544,24576,0,-1,-1,36,13835,1788,8,0,0,0,Eom
54,3064503,24544,24576,0,-1,-1,38,13935,2926,8,0,0,0,Eom
55,3065503,24544,24576,0,-1,-1,39,14604,2530,8,0,0,0,Eom
56,3066503,24544,24576,0,-1,-1,35,15156,3504,8,0,0,0,Eom
57,3067503,24544,24576,0,-1,-1,33,13184,2492,8,0,0,0,Eom
58,3068503,24544,24576,0,-1,-1,36,13235,2283,8,0,0,0,Eom
59,3069503,24544,24576,0,-1,-1,30,13530,2778,8,0,0,0,Eom
60,3070503,24544,24576,0,-1,-1,31,12534,2662,8,0,0,0,Eom
61,3071503,24544,24576,0,-1,-1,47,14528,2971,8,0,0,0,Eom
