burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,506,135136,135168,0,-1,-1,14,6120,2644,11,0,0,0,Eom
1,1506,135136,135168,0,-1,-1,15,5829,2421,11,0,0,0,Eom
2,2506,135136,135168,0,-1,-1,15,7238,3350,11,0,0,0,Eom
3,3506,135136,135168,0,-1,-1,15,6232,3731,11,0,0,0,Eom
4,4506,135136,135168,0,-1,-1,17,6707,2641,11,0,0,0,Eom
5,5506,135136,135168,0,-1,-1,11,8401,4913,11,0,0,0,Eom
6,6506,135136,135168,0,-1,-1,15,6203,2754,11,0,0,0,Eom
7,7506,135136,135168,0,-1,-1,12,7949,4184,11,0,0,0,Eom
8,8506,135136,135168,0,-1,-1,15,7006,3554,11,0,0,0,Eom
9,9506,135136,135168,0,-1,-1,12,7050,3866,11,0,0,0,Eom
10,10506,135136,135168,0,-1,-1,12,7953,3709,11,0,0,0,Eom
11,11506,135136,135168,0,-1,-1,12,6451,3022,11,0,0,0,Eom
