burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,2000103,24544,24576,0,-1,-1,0,7262,0,8,0,0,0,Eom
1,2001103,24544,24576,0,-1,-1,0,7368,0,8,0,0,0,Eom
2,2002103,24544,24576,0,-1,-1,0,7426,0,8,0,0,0,Eom
3,2003103,24544,24576,0,-1,-1,0,7245,0,8,0,0,0,Eom
4,2004103,24544,24576,0,-1,-1,0,7120,0,8,0,0,0,Eom
5,2005103,24544,24576,0,-1,-1,0,7251,0,8,0,0,0,Eom
6,2006103,24544,24576,0,-1,-1,0,7249,0,8,0,0,0,Eom
7,2007103,24544,24576,0,-1,-1,0,7222,0,8,0,0,0,Eom
8,2008103,24544,24576,0,-1,-1,0,7333,0,8,0,0,0,Eom
9,2009103,24544,24576,0,-1,-1,0,7519,0,8,0,0,0,Eom
10,2010103,24544,24576,0,-1,-1,0,7427,0,8,0,0,0,Eom
11,2011103,24544,24576,0,-1,-1,0,7321,0,8,0,0,0,Eom
12,2012103,24544,24576,0,-1,-1,0,7282,0,8,0,0,0,Eom
13,2013103,24544,24576,0,-1,-1,0,7286,0,8,0,0,0,Eom
14,2014103,24544,24576,0,-1,-1,0,7330,0,8,0,0,0,Eom
15,2015103,24544,24576,0,-1,-1,1,7216,0,8,0,0,0,Eom
16,2016103,24544,24576,0,-1,-1,1,7420,0,8,0,0,0,Eom
17,2017103,24544,24576,0,-1,-1,0,7436,0,8,0,0,0,Eom
18,2018103,24544,24576,0,-1,-1,0,7356,0,8,0,0,0,Eom
19,2019103,24544,24576,0,-1,-1,1,7127,0,8,0,0,0,Eom
20,2020103,24544,24576,0,-1,-1,0,7262,0,8,0,0,0,Eom
21,2021103,24544,24576,0,-1,-1,1,7263,0,8,0,0,0,Eom
22,2022103,24544,24576,0,-1,-1,0,7447,0,8,0,0,0,Eom
23,2023103,24544,24576,0,-1,-1,0,7166,0,8,0,0,0,Eom
24,2024103,24544,24576,0,-1,-1,2,7393,0,8,0,0,0,Eom
25,2025103,24544,24576,0,-1,-1,0,7229,0,8,0,0,0,Eom
26,2026103,24544,24576,0,-1,-1,0,7211,0,8,0,0,0,Eom
27,2027103,24544,24576,0,-1,-1,0,7302,0,8,0,0,0,Eom
28,2028103,24544,24576,0,-1,-1,0,7133,0,8,0,0,0,Eom
29,2029103,24544,24576,0,-1,-1,0,7336,0,8,0,0,0,Eom
30,2030103,24544,24576,0,-1,-1,0,7258,0,8,0,0,0,Eom
