burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,2000502,12256,12288,0,-1,-1,11,13244,2952,8,0,0,0,Eom
1,2001502,12256,12288,0,-1,-1,13,12031,2130,8,0,0,0,Eom
2,2002502,12256,12288,0,-1,-1,14,10866,1787,8,0,0,0,Eom
3,2003502,12256,12288,0,-1,-1,15,12370,2118,8,0,0,0,Eom
4,2004502,12256,12288,0,-1,-1,17,10718,2178,8,0,0,0,Eom
5,2005502,12256,12288,0,-1,-1,12,12724,3319,8,0,0,0,Eom
6,2006502,12256,12288,0,-1,-1,18,11751,2398,8,0,0,0,Eom
7,2007502,12256,12288,0,-1,-1,15,12092,2748,8,0,0,0,Eom
8,2008502,12256,12288,0,-1,-1,8,12569,3177,8,0,0,0,Eom
9,2009502,12256,12288,0,-1,-1,8,12368,2770,8,0,0,0,Eom
