burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,1000502,12256,12288,0,-1,-1,24,15694,4038,8,0,0,0,Eom
1,1001502,12256,12288,0,-1,-1,27,15800,3138,8,0,0,0,Eom
2,1002502,12256,12288,0,-1,-1,17,14812,1544,8,0,0,0,Eom
3,1003502,12256,12288,0,-1,-1,23,14738,2537,8,0,0,0,Eom
4,1004502,12256,12288,0,-1,-1,21,14395,2054,8,0,0,0,Eom
5,1005502,12256,12288,0,-1,-1,29,14742,3271,8,0,0,0,Eom
6,1006502,12256,12288,0,-1,-1,26,15464,2351,8,0,0,0,Eom
7,1007502,12256,12288,0,-1,-1,27,15818,3529,8,0,0,0,Eom
8,1008502,12256,12288,0,-1,-1,22,15300,2594,8,0,0,0,Eom
9,1009502,12256,12288,0,-1,-1,22,16375,3392,8,0,0,0,Eom
