burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,1010509,540640,540672,24819,98308,147455,9,182140,20316,10,1,0,0,Eom
1,1011509,540640,540672,39,461689,489710,16,184558,24639,11,0,0,0,Eom
