burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,10502,12256,12288,0,-1,-1,33,16558,2633,8,0,0,0,Eom
1,11502,12256,12288,0,-1,-1,47,16429,3326,8,0,0,0,Eom
2,12502,12256,12288,0,-1,-1,38,16173,2895,8,0,0,0,Eom
3,13502,12256,12288,0,-1,-1,43,16492,3479,8,0,0,0,Eom
4,14502,12256,12288,0,-1,-1,36,16220,3577,8,0,0,0,Eom
5,15502,12256,12288,0,-1,-1,45,15760,2681,8,0,0,0,Eom
6,16502,12256,12288,0,-1,-1,40,16219,2956,8,0,0,0,Eom
7,17502,12256,12288,0,-1,-1,40,15531,2324,8,0,0,0,Eom
8,18502,12256,12288,0,-1,-1,45,17348,3676,8,0,0,0,Eom
9,19502,12256,12288,0,-1,-1,32,16383,2815,8,0,0,0,Eom
10,20502,12256,12288,0,-1,-1,46,17477,3728,8,0,0,0,Eom
11,21502,12256,12288,0,-1,-1,36,16961,3902,8,0,0,0,Eom
12,22502,12256,12288,0,-1,-1,35,14972,2277,8,0,0,0,Eom
13,23502,12256,12288,0,-1,-1,39,15588,3238,8,0,0,0,Eom
14,24502,12256,12288,0,-1,-1,39,18073,3625,8,0,0,0,Eom
15,25502,12256,12288,0,-1,-1,41,16533,3954,8,0,0,0,Eom
16,26502,12256,12288,0,-1,-1,42,16267,2803,8,0,0,0,Eom
17,27502,12256,12288,0,-1,-1,40,16718,3486,8,0,0,0,Eom
18,28502,12256,12288,0,-1,-1,38,15200,2853,8,0,0,0,Eom
19,29502,12256,12288,0,-1,-1,39,16715,2830,8,0,0,0,Eom
20,30502,12256,12288,0,-1,-1,50,17178,3811,8,0,0,0,Eom
21,31502,12256,12288,0,-1,-1,43,17201,4055,8,0,0,0,Eom
22,32502,12256,12288,0,-1,-1,44,17120,3569,8,0,0,0,Eom
23,33502,12256,12288,0,-1,-1,39,17270,3826,8,0,0,0,Eom
24,34502,12256,12288,0,-1,-1,43,15511,3290,8,0,0,0,Eom
25,35502,12256,12288,0,-1,-1,40,16337,4137,8,0,0,0,Eom
26,36502,12256,12288,0,-1,-1,48,16914,3498,8,0,0,0,Eom
27,37502,12256,12288,0,-1,-1,52,16990,3616,8,0,0,0,Eom
28,38502,12256,12288,0,-1,-1,43,17192,3952,8,0,0,0,Eom
29,39502,12256,12288,0,-1,-1,47,16813,3233,8,0,0,0,Eom
30,40502,12256,12288,0,-1,-1,39,16628,3914,8,0,0,0,Eom
31,41502,12256,12288,0,-1,-1,37,17977,4494,8,0,0,0,Eom
32,42502,12256,12288,0,-1,-1,31,15303,2412,8,0,0,0,Eom
33,43502,12256,12288,0,-1,-1,38,16084,3252,8,0,0,0,Eom
34,44502,12256,12288,0,-1,-1,37,16558,3601,8,0,0,0,Eom
35,45502,12256,12288,0,-1,-1,40,17556,4051,8,0,0,0,Eom
36,46502,12256,12288,0,-1,-1,45,15767,2216,8,0,0,0,Eom
37,47502,12256,12288,0,-1,-1,32,14649,2391,8,0,0,0,Eom
38,48502,12256,12288,0,-1,-1,43,16799,3073,8,0,0,0,Eom
39,49502,12256,12288,0,-1,-1,41,15866,2365,8,0,0,0,Eom
40,50502,12256,12288,0,-1,-1,39,16948,3697,8,0,0,0,Eom
41,51502,12256,12288,0,-1,-1,36,17466,3318,8,0,0,0,Eom
42,52502,12256,12288,0,-1,-1,39,16170,3096,8,0,0,0,Eom
43,53502,12256,12288,0,-1,-1,40,14990,2413,8,0,0,0,Eom
44,54502,12256,12288,0,-1,-1,32,15574,2387,8,0,0,0,Eom
45,55502,12256,12288,0,-1,-1,42,16804,3921,8,0,0,0,Eom
46,56502,12256,12288,0,-1,-1,40,17042,3560,8,0,0,0,Eom
47,57502,12256,12288,0,-1,-1,39,16329,3759,8,0,0,0,Eom
48,58502,12256,12288,0,-1,-1,30,16488,3758,8,0,0,0,Eom
49,59502,12256,12288,0,-1,-1,35,15468,2636,8,0,0,0,Eom
50,60502,12256,12288,0,-1,-1,37,16707,2790,8,0,0,0,Eom
51,61502,12256,12288,0,-1,-1,38,16413,3042,8,0,0,0,Eom
52,62502,12256,12288,0,-1,-1,52,16839,4443,8,0,0,0,Eom
53,63502,12256,12288,0,-1,-1,40,17477,3835,8,0,0,0,Eom
54,64502,12256,12288,0,-1,-1,38,16234,3943,8,0,0,0,Eom
55,65502,12256,12288,0,-1,-1,45,16483,2518,8,0,0,0,Eom
56,66502,12256,12288,0,-1,-1,31,14955,2251,8,0,0,0,Eom
57,67502,12256,12288,0,-1,-1,35,16271,3611,8,0,0,0,Eom
58,68502,12256,12288,0,-1,-1,41,18033,4933,8,0,0,0,Eom
59,69502,12256,12288,0,-1,-1,42,15283,2747,8,0,0,0,Eom
60,70502,12256,12288,0,-1,-1,39,16133,2856,8,0,0,0,Eom
61,71502,12256,12288,0,-1,-1,44,16556,3090,8,0,0,0,Eom
