burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,3000501,6304,6336,0,-1,-1,0,337,270,0,0,0,11,Eom
1,3001501,6304,6336,0,-1,-1,0,258,215,0,0,0,11,Eom
2,3002501,6304,6336,0,-1,-1,0,300,256,0,0,0,11,Eom
3,3003501,6304,6336,0,-1,-1,0,319,245,0,0,0,11,Eom
4,3004501,6304,6336,0,-1,-1,0,247,171,0,0,0,11,Eom
5,3005501,6304,6336,0,-1,-1,0,149,124,0,0,0,11,Eom
6,3006501,6304,6336,0,-1,-1,0,201,166,0,0,0,11,Eom
7,3007501,6304,6336,0,-1,-1,0,270,180,0,0,0,11,Eom
8,3008501,6304,6336,0,-1,-1,0,253,208,0,0,0,11,Eom
9,3009501,6304,6336,0,-1,-1,0,391,312,0,0,0,11,Eom
10,3010501,6304,6336,0,-1,-1,0,193,158,0,0,0,11,Eom
11,3011501,6304,6336,0,-1,-1,0,208,183,0,0,0,11,Eom
12,3012501,6304,6336,0,-1,-1,0,247,221,0,0,0,11,Eom
13,3013501,6304,6336,0,-1,-1,0,318,259,0,0,0,11,Eom
14,3014501,6304,6336,0,-1,-1,0,153,128,0,0,0,11,Eom
15,3015501,6304,6336,0,-1,-1,0,256,185,0,0,0,11,Eom
16,3016501,6304,6336,0,-1,-1,0,297,193,0,0,0,11,Eom
17,3017501,6304,6336,0,-1,-1,0,214,169,0,0,0,11,Eom
18,3018501,6304,6336,0,-1,-1,0,166,135,0,0,0,11,Eom
19,3019501,6304,6336,0,-1,-1,0,173,118,0,0,0,11,Eom
20,3020501,6304,6336,0,-1,-1,0,253,185,0,0,0,11,Eom
21,3021501,6304,6336,0,-1,-1,0,217,169,0,0,0,11,Eom
22,3022501,6304,6336,0,-1,-1,0,151,109,0,0,0,11,Eom
23,3023501,6304,6336,0,-1,-1,0,274,176,0,0,0,11,Eom
24,3024501,6304,6336,0,-1,-1,0,279,230,0,0,0,11,Eom
25,3025501,6304,6336,0,-1,-1,0,209,168,0,0,0,11,Eom
26,3026501,6304,6336,0,-1,-1,0,213,165,0,0,0,11,Eom
27,3027501,6304,6336,0,-1,-1,0,264,233,0,0,0,11,Eom
28,3028501,6304,6336,0,-1,-1,0,257,206,0,0,0,11,Eom
29,3029501,6304,6336,0,-1,-1,0,214,187,0,0,0,11,Eom
30,3030501,6304,6336,0,-1,-1,0,311,237,0,0,0,11,Eom
31,3031501,6304,6336,0,-1,-1,0,161,137,0,0,0,11,Eom
32,3032501,6304,6336,0,-1,-1,0,285,215,0,0,0,11,Eom
33,3033501,6304,6336,0,-1,-1,0,187,152,0,0,0,11,Eom
34,3034501,6304,6336,0,-1,-1,0,117,85,0,0,0,11,Eom
35,3035501,6304,6336,0,-1,-1,0,261,214,0,0,0,11,Eom
36,3036501,6304,6336,0,-1,-1,0,282,239,0,0,0,11,Eom
37,3037501,6304,6336,0,-1,-1,0,257,169,0,0,0,11,Eom
38,3038501,6304,6336,0,-1,-1,0,200,148,0,0,0,11,Eom
39,3039501,6304,6336,0,-1,-1,0,181,128,0,0,0,11,Eom
40,3040501,6304,6336,0,-1,-1,0,207,137,0,0,0,11,Eom
41,3041501,6304,6336,0,-1,-1,0,227,204,0,0,0,11,Eom
42,3042501,6304,6336,0,-1,-1,0,170,146,0,0,0,11,Eom
43,3043501,6304,6336,0,-1,-1,0,326,250,0,0,0,11,Eom
44,3044501,6304,6336,0,-1,-1,0,268,201,0,0,0,11,Eom
45,3045501,6304,6336,0,-1,-1,0,210,184,0,0,0,11,Eom
46,3046501,6304,6336,0,-1,-1,0,316,224,0,0,0,11,Eom
47,3047501,6304,6336,0,-1,-1,0,333,238,0,0,0,11,Eom
48,3048501,6304,6336,0,-1,-1,0,164,140,0,0,0,11,Eom
49,3049501,6304,6336,0,-1,-1,0,310,194,0,0,0,11,Eom
50,3050501,6304,6336,0,-1,-1,0,185,117,0,0,0,11,Eom
51,3051501,6304,6336,0,-1,-1,0,101,81,0,0,0,11,Eom
52,3052501,6304,6336,0,-1,-1,0,289,161,0,0,0,11,Eom
53,3053501,6304,6336,0,-1,-1,0,210,186,0,0,0,11,Eom
54,3054501,6304,6336,0,-1,-1,0,277,222,0,0,0,11,Eom
55,3055501,6304,6336,0,-1,-1,0,221,179,0,0,0,11,Eom
56,3056501,6304,6336,0,-1,-1,0,189,131,0,0,0,11,Eom
57,3057501,6304,6336,0,-1,-1,0,238,208,0,0,0,11,Eom
58,3058501,6304,6336,0,-1,-1,0,255,215,0,0,0,11,Eom
59,3059501,6304,6336,0,-1,-1,0,276,218,0,0,0,11,Eom
60,3060501,6304,6336,0,-1,-1,0,245,199,0,0,0,11,Eom
61,3061501,6304,6336,0,-1,-1,0,208,171,0,0,0,11,Eom
62,3062501,6304,6336,0,-1,-1,0,244,193,0,0,0,11,Eom
63,3063501,6304,6336,0,-1,-1,0,226,176,0,0,0,11,Eom
64,3064501,6304,6336,0,-1,-1,0,336,239,0,0,0,11,Eom
