burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,103,24544,24576,0,-1,-1,0,7242,0,8,0,0,0,Eom
1,1103,24544,24576,0,-1,-1,1,7442,0,8,0,0,0,Eom
2,2103,24544,24576,0,-1,-1,0,7328,0,8,0,0,0,Eom
3,3103,24544,24576,0,-1,-1,1,7478,0,8,0,0,0,Eom
4,4103,24544,24576,0,-1,-1,1,7162,0,8,0,0,0,Eom
5,5103,24544,24576,0,-1,-1,0,7350,0,8,0,0,0,Eom
6,6103,24544,24576,0,-1,-1,0,7264,0,8,0,0,0,Eom
7,7103,24544,24576,0,-1,-1,0,7353,0,8,0,0,0,Eom
8,8103,24544,24576,0,-1,-1,0,7221,0,8,0,0,0,Eom
9,9103,24544,24576,0,-1,-1,0,7201,0,8,0,0,0,Eom
10,10103,24544,24576,0,-1,-1,0,7368,0,8,0,0,0,Eom
11,11103,24544,24576,0,-1,-1,0,7276,0,8,0,0,0,Eom
12,12103,24544,24576,0,-1,-1,0,7299,0,8,0,0,0,Eom
13,13103,24544,24576,0,-1,-1,0,7397,0,8,0,0,0,Eom
14,14103,24544,24576,0,-1,-1,0,7301,0,8,0,0,0,Eom
15,15103,24544,24576,0,-1,-1,0,7292,0,8,0,0,0,Eom
16,16103,24544,24576,0,-1,-1,0,7289,0,8,0,0,0,Eom
17,17103,24544,24576,0,-1,-1,0,7236,0,8,0,0,0,Eom
18,18103,24544,24576,0,-1,-1,0,7432,0,8,0,0,0,Eom
19,19103,24544,24576,0,-1,-1,0,7336,0,8,0,0,0,Eom
20,20103,24544,24576,0,-1,-1,0,7367,0,8,0,0,0,Eom
21,21103,24544,24576,0,-1,-1,0,7364,0,8,0,0,0,Eom
22,22103,24544,24576,0,-1,-1,0,7303,0,8,0,0,0,Eom
23,23103,24544,24576,0,-1,-1,0,7341,0,8,0,0,0,Eom
24,24103,24544,24576,0,-1,-1,1,7421,0,8,0,0,0,Eom
25,25103,24544,24576,0,-1,-1,0,7256,0,8,0,0,0,Eom
26,26103,24544,24576,0,-1,-1,0,7450,0,8,0,0,0,Eom
27,27103,24544,24576,0,-1,-1,1,7207,0,8,0,0,0,Eom
28,28103,24544,24576,0,-1,-1,0,7220,0,8,0,0,0,Eom
29,29103,24544,24576,0,-1,-1,0,7541,0,8,0,0,0,Eom
30,30103,24544,24576,0,-1,-1,0,7217,0,8,0,0,0,Eom
