mode,channel,layer,rate,frameBytes,snrDb,levelDb,trials,successes,successRate,ciLo,ciHi,fer,codedBer,margin
freedv-datac1,Awgn,Frame,8000,60,-1,0,100,0,0,0,0.0369948,1,1,0
freedv-datac1,Awgn,Frame,8000,60,0,0,100,0,0,0,0.0369948,1,1,0
freedv-datac1,Awgn,Frame,8000,60,1,0,100,42,0.42,0.327982,0.517937,0.58,0.58,0
freedv-datac1,Awgn,Frame,8000,60,2,0,100,96,0.96,0.901628,0.984337,0.04,0.04,0
freedv-datac1,Awgn,Frame,8000,60,3,0,100,98,0.98,0.929987,0.994498,0.02,0.02,0
freedv-datac1,Awgn,Frame,8000,60,4,0,100,99,0.99,0.945512,0.998233,0.01,0.01,0
freedv-datac1,Awgn,Frame,8000,60,5,0,100,100,1,0.963005,1,0,0,0
freedv-datac1,Awgn,Frame,8000,60,6,0,100,100,1,0.963005,1,0,0,0
freedv-datac1,Awgn,Frame,8000,60,8,0,100,100,1,0.963005,1,0,0,0
