mode,channel,layer,rate,frameBytes,snrDb,levelDb,trials,successes,successRate,ciLo,ciHi,fer,codedBer,margin
freedv-datac14,Good,Frame,8000,60,-9,0,100,0,0,0,0.0369948,1,1,0
freedv-datac14,Good,Frame,8000,60,-7,0,100,0,0,0,0.0369948,1,1,0
freedv-datac14,Good,Frame,8000,60,-5,0,100,4,0.04,0.0156631,0.0983722,0.96,0.96,0
freedv-datac14,Good,Frame,8000,60,-4,0,100,5,0.05,0.0215434,0.111752,0.95,0.95,0
freedv-datac14,Good,Frame,8000,60,-3,0,100,10,0.1,0.0552285,0.174367,0.9,0.9,0
freedv-datac14,Good,Frame,8000,60,-1,0,100,15,0.15,0.093059,0.232837,0.85,0.85,0
